ticker,entry_date,entry_price,shares,entry_score,stop_price,exit_date,exit_price,exit_reason,exit_score,pnl,return_pct,holding_days
ABNB,2025-06-17,136.158045,36.72203137170485,2,128.48865037447342,2025-06-23,128.4244060492862,stop_loss,,-283.9949321655501,-5.679898643310999,6
NOW,2025-06-17,200.870385,24.891673304653644,2,192.23034047067316,2025-06-23,192.13422530043783,stop_loss,,-217.45763317878254,-4.349152663575651,6
MSFT,2025-06-23,478.449105,10.415428915819069,2,463.7758160795844,2025-09-08,497.860945,signal,-2.0,202.18263964525366,4.057242410350015,77
NOW,2025-06-24,198.099,25.14032644790556,2,189.33606685229842,2025-07-11,191.904,signal,-3.0,-155.7443223447748,-3.127224266654549,17
ABNB,2025-06-25,132.8664,37.50997231668399,2,125.70188127510926,2025-08-01,129.935,signal,-2.0,-109.95673284912732,-2.2062763798823437,37
ORCL,2025-06-30,226.61325,22.05729121882648,2,212.1130700320636,2025-09-02,221.889,signal,-2.0,-104.20415804054065,-2.084719229789067,64
AAL,2025-07-14,12.24612,407.15455910844724,2,11.217285535296151,2025-07-25,11.544225,signal,-4.0,-285.779749265423,-5.731570489265159,11
NOW,2025-07-25,200.124012,25.01285390177852,2,188.87262106532512,2025-07-28,195.1024,signal,-2.0,-125.60484730741796,-2.509250114374084,3
NOW,2025-07-29,198.405153,25.2381044505937,2,187.31016795938748,2025-08-01,187.364271,signal,-4.0,-278.6509331426801,-5.56481615172566,3
AAPL,2025-08-07,218.99944499999998,22.76820179557969,2,209.09476338605427,2026-06-29,286.70657500000004,signal,-2.0,1541.569598839549,30.916576067122037,326
CRM,2025-08-15,236.118,21.130239634238983,2,222.85199630654722,2025-08-20,245.57715,signal,-2.0,199.87410623621153,4.0061113511041135,5
AAL,2025-09-02,13.26663,373.46459669324264,2,12.372154593241799,2025-09-16,12.365968515945179,stop_loss,,-336.365177899671,-6.788924422063635,14
ORCL,2025-09-09,240.05997,20.644352739093993,2,224.6155416261281,2025-11-13,224.50323385531505,stop_loss,,-321.1587484398892,-6.480354115134213,65
MSFT,2025-09-16,517.13844,9.718925104409164,3,501.09272362467976,2025-11-06,500.84217726286744,stop_loss,,-158.38215702396474,-3.151237942616003,51
CRM,2025-10-17,246.69328499999997,20.34711341106355,2,230.37359911840838,2025-11-07,236.03192500000003,signal,-3.0,-216.92790103617537,-4.321706608268627,21
AAL,2025-10-24,13.006499999999999,387.0054030867486,2,11.954773142544546,2026-02-19,13.923035,signal,-2.0,354.70399711811365,7.046745857840331,118
NOW,2025-10-28,189.956931,26.633848975134192,2,180.26402768375965,2025-10-30,185.253327,signal,-3.0,-125.27507857483667,-2.476142341971188,2
ORCL,2025-11-14,210.935415,23.413603205993233,2,186.96164878718227,2025-11-25,186.86816796278868,stop_loss,,-563.5009723898823,-11.409770633921923,11
CRM,2025-12-08,262.01094,18.920234239268783,2,246.66276874543271,2026-01-13,246.53943736106,stop_loss,,-292.72445396220985,-5.904907115305946,36
ABNB,2025-12-11,127.62378,38.91588119590193,2,121.01638153850851,2026-02-03,120.95587334773927,stop_loss,,-259.4874631047426,-5.224658486263866,54
ORCL,2025-12-16,184.79234999999997,26.85575318560213,2,162.18836751489346,2026-01-29,170.06492500000002,signal,-2.0,-395.5160908594652,-7.969715737691496,44
MSFT,2025-12-22,486.36305999999996,10.283973997920132,2,468.4300110258698,2026-01-05,474.00288000000006,signal,-2.0,-127.11176972961142,-2.5413484321773705,14
MSFT,2026-01-08,481.48062,10.333526518649608,2,465.5902111902836,2026-01-09,473.82297000000005,signal,-2.0,-79.13052934553647,-1.5904378456603196,1
NOW,2026-01-13,142.21106999999998,35.04582279127398,2,133.0658776212324,2026-01-14,132.9993446824218,stop_loss,,-322.8324930817371,-6.477502291191673,1
NOW,2026-01-23,128.714325,37.87839711438097,2,119.42493580819999,2026-01-29,118.470735,stop_loss,,-388.01076989690165,-7.958391577627433,6
CRM,2026-02-02,214.45717499999998,22.53948695332852,2,199.9604852663963,2026-02-03,199.8605050237631,stop_loss,,-329.0014524914333,-6.8063332347061305,1
NOW,2026-02-02,118.8594,40.66783693978088,2,108.27591460123399,2026-02-03,108.22177664393338,stop_loss,,-432.6091320713216,-8.949753537428773,1
MSFT,2026-02-04,411.175485,11.687887095707262,2,385.16312919373854,2026-02-23,384.9705476291417,stop_loss,,-306.28034934067125,-6.373176010446791,19
NOW,2026-02-04,107.24359499999998,44.81174512289219,2,95.9619162633089,2026-04-09,95.91393530517725,stop_loss,,-507.70182257350103,-10.564416173126922,64
CRM,2026-02-10,191.99595,25.126709678759397,2,174.93169355227653,2026-02-23,174.8442277055004,stop_loss,,-430.96634658459624,-8.933377133475783,13
AAL,2026-02-24,12.946469999999998,366.57002189848544,2,11.666237283454949,2026-03-05,11.660404164813222,stop_loss,,-471.4331813673103,-9.933718111475764,9
CRM,2026-02-24,177.72881999999998,26.702409836559337,2,160.1906140708461,2026-04-24,175.53219,signal,-2.0,-58.65531451928055,-1.2359447387317202,59
MSFT,2026-02-24,384.33207,12.348144122888531,2,362.4051521861732,2026-03-27,361.71905,stop_loss,,-279.2288300137609,-5.883719253509079,31
