date,open,high,low,close,volume
2024-08-26,115.050000,120.030000,114.850000,118.000000,9075742.000000
2024-08-27,117.830000,118.990000,115.320000,115.540000,4617126.000000
2024-08-28,114.930000,115.680000,110.260000,111.560000,5403811.000000
2024-08-29,112.140000,117.080000,112.140000,114.140000,4747226.000000
2024-08-30,115.380000,115.920000,112.530000,114.230000,2969882.000000
2024-09-03,113.060000,114.730000,109.370000,110.410000,3345581.000000
2024-09-04,110.000000,112.870000,109.400000,110.800000,2022651.000000
2024-09-05,110.040000,113.790000,110.000000,111.750000,2017581.000000
2024-09-06,112.280000,112.660000,107.130000,108.560000,3516991.000000
2024-09-09,109.320000,111.490000,108.640000,109.960000,2237581.000000
2024-09-10,109.960000,110.760000,108.130000,110.270000,2076431.000000
2024-09-11,110.270000,112.310000,108.860000,112.000000,2356795.000000
2024-09-12,112.600000,114.730000,111.350000,112.990000,2916393.000000
2024-09-13,113.250000,115.040000,112.900000,113.670000,2086905.000000
2024-09-16,112.360000,113.850000,111.210000,112.840000,2952088.000000
2024-09-17,114.080000,114.390000,111.280000,111.630000,2381693.000000
2024-09-18,111.530000,112.610000,110.130000,110.780000,2897956.000000
2024-09-19,112.910000,115.010000,111.650000,114.020000,4595819.000000
2024-09-20,113.280000,113.590000,109.340000,110.270000,6146158.000000
2024-09-23,111.410000,113.940000,109.910000,113.260000,3727715.000000
2024-09-24,112.150000,112.940000,109.890000,112.500000,4949046.000000
2024-09-25,114.970000,116.620000,112.560000,112.620000,5740374.000000
2024-09-26,114.880000,115.280000,110.010000,112.490000,4930386.000000
2024-09-27,113.930000,115.390000,113.210000,113.920000,4118821.000000
2024-09-30,113.250000,116.080000,112.900000,114.860000,3876390.000000
2024-10-01,113.760000,114.710000,109.710000,110.230000,4182513.000000
2024-10-02,109.960000,111.380000,109.160000,109.650000,2888268.000000
2024-10-03,109.080000,110.810000,108.710000,110.470000,2394328.000000
2024-10-04,112.010000,115.690000,111.140000,114.720000,4054299.000000
2024-10-07,114.420000,115.210000,113.060000,113.820000,2417624.000000
2024-10-08,113.770000,115.020000,113.130000,113.520000,2031244.000000
2024-10-09,114.320000,119.860000,113.850000,119.670000,6359554.000000
2024-10-10,119.480000,123.870000,119.150000,123.790000,6287135.000000
2024-10-11,123.570000,126.990000,122.890000,124.030000,4513671.000000
2024-10-14,125.420000,126.500000,122.500000,123.160000,2425971.000000
2024-10-15,122.500000,123.960000,121.330000,122.740000,1852191.000000
2024-10-16,123.500000,123.500000,118.820000,118.900000,2953306.000000
2024-10-17,119.000000,119.700000,117.300000,119.030000,2324096.000000
2024-10-18,120.000000,120.560000,118.220000,119.540000,1822972.000000
2024-10-21,119.290000,121.050000,117.730000,119.560000,1496826.000000
2024-10-22,116.900000,117.580000,114.130000,115.500000,3808236.000000
2024-10-23,115.750000,116.410000,113.280000,113.610000,1633336.000000
2024-10-24,114.840000,116.330000,113.940000,114.920000,1610321.000000
2024-10-25,115.350000,117.070000,115.120000,116.040000,1650941.000000
2024-10-28,117.840000,119.200000,116.860000,117.330000,2931050.000000
2024-10-29,117.510000,119.590000,116.550000,118.390000,2210867.000000
2024-10-30,118.250000,121.190000,118.020000,118.990000,2402018.000000
2024-10-31,117.000000,117.830000,113.860000,114.820000,2865003.000000
2024-11-01,115.980000,117.060000,113.250000,115.490000,2565944.000000
2024-11-04,115.510000,116.190000,113.230000,113.740000,1973200.000000
2024-11-05,114.260000,117.340000,113.650000,116.500000,2383528.000000
2024-11-06,120.430000,121.750000,118.800000,121.420000,3032661.000000
2024-11-07,122.260000,124.960000,122.020000,123.540000,2725228.000000
2024-11-08,123.000000,123.000000,119.660000,120.890000,2633740.000000
2024-11-11,122.220000,123.710000,121.690000,123.500000,2559410.000000
2024-11-12,123.000000,127.050000,123.000000,125.460000,3839270.000000
2024-11-13,126.380000,134.590000,126.010000,130.730000,7011460.000000
2024-11-14,132.060000,132.260000,129.070000,129.270000,3056197.000000
2024-11-15,128.590000,128.950000,123.360000,125.960000,3784141.000000
2024-11-18,126.480000,127.530000,125.000000,127.430000,2737266.000000
2024-11-19,127.550000,130.340000,126.360000,130.240000,3030808.000000
2024-11-20,131.260000,133.550000,127.550000,129.120000,6101711.000000
2024-11-21,161.260000,174.650000,161.160000,171.350000,39966389.000000
2024-11-22,174.900000,178.700000,166.810000,167.440000,14159170.000000
2024-11-25,174.960000,177.990000,171.150000,171.420000,10555939.000000
2024-11-26,173.470000,176.800000,170.910000,171.280000,5166357.000000
2024-11-27,172.390000,173.930000,167.380000,173.700000,4831479.000000
2024-11-29,174.890000,178.370000,173.170000,174.800000,3025507.000000
2024-12-02,175.030000,177.650000,171.300000,172.420000,3614891.000000
2024-12-03,171.000000,176.070000,170.590000,175.940000,3360998.000000
2024-12-04,180.000000,186.820000,178.590000,186.510000,9289502.000000
2024-12-05,186.340000,186.550000,182.300000,183.060000,4460961.000000
2024-12-06,186.010000,186.900000,181.370000,183.640000,3265406.000000
2024-12-09,183.200000,185.400000,178.790000,180.760000,3977650.000000
2024-12-10,179.000000,180.900000,169.350000,171.550000,5911684.000000
2024-12-11,173.460000,176.300000,170.300000,171.960000,3403905.000000
2024-12-12,169.600000,172.410000,169.080000,170.000000,2938060.000000
2024-12-13,169.520000,170.730000,165.730000,167.670000,3203338.000000
2024-12-16,167.660000,173.400000,167.220000,172.470000,3988397.000000
2024-12-17,171.000000,172.650000,169.240000,170.810000,2329868.000000
2024-12-18,170.430000,170.500000,160.760000,162.590000,3154700.000000
2024-12-19,164.500000,165.760000,160.650000,164.210000,3832124.000000
2024-12-20,162.070000,168.940000,161.550000,166.290000,2432390.000000
2024-12-23,165.310000,166.410000,160.860000,161.440000,4000938.000000
2024-12-24,161.800000,163.690000,161.410000,163.060000,1180945.000000
2024-12-26,162.640000,164.930000,161.310000,163.480000,1736000.000000
2024-12-27,162.650000,162.760000,157.250000,158.650000,2612708.000000
2024-12-30,155.360000,156.690000,153.120000,154.970000,2300729.000000
2024-12-31,155.950000,156.390000,153.380000,154.410000,1787714.000000
2025-01-02,157.000000,160.340000,154.960000,157.510000,2134740.000000
2025-01-03,158.800000,162.680000,158.140000,162.220000,1994958.000000
2025-01-06,165.320000,166.600000,162.420000,163.080000,2537906.000000
2025-01-07,167.400000,167.920000,157.040000,158.840000,4023644.000000
2025-01-08,158.300000,162.580000,156.700000,161.030000,3100547.000000
2025-01-10,161.380000,165.450000,160.630000,162.460000,4008397.000000
2025-01-13,160.270000,164.310000,158.600000,162.430000,2830189.000000
2025-01-14,165.010000,170.200000,162.480000,163.410000,4050390.000000
2025-01-15,168.250000,170.420000,165.590000,165.710000,3898159.000000
2025-01-16,166.520000,170.670000,164.390000,167.640000,2447341.000000
2025-01-17,172.510000,172.990000,169.250000,170.790000,2495516.000000
2025-01-21,172.750000,176.180000,172.350000,173.530000,3437879.000000
2025-01-22,175.650000,177.600000,173.200000,177.490000,3295315.000000
2025-01-23,175.100000,177.800000,174.030000,174.940000,2187144.000000
2025-01-24,176.880000,176.880000,172.890000,174.120000,1824353.000000
2025-01-27,171.610000,181.770000,170.100000,175.520000,4834309.000000
2025-01-28,179.030000,188.430000,177.050000,188.020000,5949603.000000
2025-01-29,184.500000,185.000000,181.250000,182.880000,3135797.000000
2025-01-30,179.310000,180.860000,176.220000,179.290000,3996181.000000
2025-01-31,183.300000,185.870000,180.870000,181.510000,2595218.000000
2025-02-03,176.170000,184.500000,175.250000,182.540000,2782202.000000
