date,open,high,low,close,volume
2024-08-26,486.880000,487.280000,476.880000,479.190000,423217.000000
2024-08-27,478.500000,483.570000,477.000000,482.350000,281431.000000
2024-08-28,482.930000,485.360000,479.240000,482.210000,382702.000000
2024-08-29,482.210000,491.660000,481.250000,487.170000,344548.000000
2024-08-30,489.160000,493.440000,485.280000,492.630000,321055.000000
2024-09-03,491.670000,493.420000,480.800000,483.440000,499753.000000
2024-09-04,480.960000,484.650000,478.280000,481.730000,602201.000000
2024-09-05,480.320000,480.320000,468.450000,476.690000,447460.000000
2024-09-06,476.920000,478.250000,466.000000,471.820000,667128.000000
2024-09-09,475.720000,479.990000,473.980000,479.390000,454086.000000
2024-09-10,478.010000,484.790000,477.500000,484.240000,355463.000000
2024-09-11,484.180000,491.830000,477.080000,490.930000,452985.000000
2024-09-12,491.910000,494.150000,486.050000,494.010000,418364.000000
2024-09-13,490.280000,496.180000,489.190000,489.860000,511718.000000
2024-09-16,493.470000,494.010000,488.560000,491.390000,260608.000000
2024-09-17,491.270000,491.270000,482.370000,483.320000,462582.000000
2024-09-18,484.210000,488.750000,479.580000,482.090000,343607.000000
2024-09-19,491.380000,492.740000,486.980000,490.010000,479171.000000
2024-09-20,484.180000,486.300000,480.160000,486.200000,936938.000000
2024-09-23,488.500000,491.840000,486.270000,489.070000,253677.000000
2024-09-24,490.510000,490.510000,482.350000,484.400000,471361.000000
2024-09-25,486.000000,487.120000,482.290000,484.390000,317127.000000
2024-09-26,487.860000,490.950000,484.760000,486.330000,307148.000000
2024-09-27,490.030000,490.030000,478.570000,479.180000,343060.000000
2024-09-30,480.290000,492.250000,478.690000,491.270000,573732.000000
2024-10-01,492.500000,496.480000,481.710000,484.760000,376947.000000
2024-10-02,482.720000,489.710000,478.620000,486.620000,243452.000000
2024-10-03,484.420000,486.000000,478.550000,479.630000,259002.000000
2024-10-04,484.180000,484.450000,476.590000,481.950000,296251.000000
2024-10-07,476.860000,479.310000,470.060000,471.230000,416571.000000
2024-10-08,473.790000,482.880000,473.790000,480.790000,390637.000000
2024-10-09,480.600000,490.580000,478.490000,490.380000,415658.000000
2024-10-10,486.230000,488.270000,483.200000,483.840000,351152.000000
2024-10-11,486.000000,487.580000,483.120000,484.780000,421911.000000
2024-10-14,487.040000,488.630000,483.960000,487.610000,290576.000000
2024-10-15,487.520000,489.630000,476.670000,478.470000,484640.000000
2024-10-16,478.110000,479.520000,473.500000,476.590000,406161.000000
2024-10-17,481.060000,481.060000,472.120000,473.730000,767410.000000
2024-10-18,496.000000,523.340000,495.000000,521.150000,2046176.000000
2024-10-21,519.040000,522.670000,514.550000,518.860000,537185.000000
2024-10-22,515.000000,519.180000,511.810000,517.500000,435527.000000
2024-10-23,513.890000,516.000000,507.280000,512.580000,373154.000000
2024-10-24,510.770000,515.310000,509.780000,511.630000,238596.000000
2024-10-25,514.000000,516.900000,510.460000,511.270000,336406.000000
2024-10-28,513.660000,514.330000,508.280000,510.880000,300338.000000
2024-10-29,506.520000,517.500000,504.350000,516.310000,404959.000000
2024-10-30,515.760000,516.990000,508.010000,513.770000,379494.000000
2024-10-31,510.010000,511.060000,500.670000,503.840000,494529.000000
2024-11-01,502.010000,510.810000,502.010000,506.340000,334848.000000
2024-11-04,504.320000,511.210000,503.850000,507.420000,221209.000000
2024-11-05,506.330000,518.250000,506.330000,515.170000,464763.000000
2024-11-06,523.130000,525.000000,506.800000,515.550000,665808.000000
2024-11-07,516.000000,524.830000,515.580000,524.280000,415640.000000
2024-11-08,525.500000,538.490000,524.000000,536.450000,519420.000000
2024-11-11,539.890000,542.590000,534.570000,535.750000,310490.000000
2024-11-12,534.000000,538.910000,531.690000,537.070000,330240.000000
2024-11-13,535.430000,540.020000,534.040000,536.690000,373626.000000
2024-11-14,537.360000,544.380000,537.130000,537.800000,527110.000000
2024-11-15,533.210000,536.980000,526.710000,527.610000,599161.000000
2024-11-18,527.360000,537.530000,526.600000,531.640000,567285.000000
2024-11-19,527.570000,540.080000,526.010000,538.820000,394738.000000
2024-11-20,535.840000,542.370000,533.830000,541.820000,354137.000000
2024-11-21,544.850000,551.780000,540.350000,550.620000,580239.000000
2024-11-22,549.840000,552.000000,541.990000,547.870000,533223.000000
2024-11-25,548.820000,549.310000,533.560000,536.550000,571980.000000
2024-11-26,542.060000,545.000000,537.280000,542.100000,398568.000000
2024-11-27,543.080000,543.970000,538.230000,538.550000,328350.000000
2024-11-29,539.000000,543.170000,536.030000,542.000000,181156.000000
2024-12-02,546.300000,546.450000,540.190000,542.850000,297544.000000
2024-12-03,537.010000,541.990000,533.010000,541.710000,330685.000000
2024-12-04,542.010000,552.080000,539.190000,549.950000,507572.000000
2024-12-05,548.000000,551.810000,544.430000,547.650000,313378.000000
2024-12-06,548.210000,556.230000,548.210000,550.410000,298852.000000
2024-12-09,552.310000,553.570000,532.140000,538.860000,472725.000000
2024-12-10,538.990000,543.330000,536.680000,538.090000,323404.000000
2024-12-11,538.760000,548.530000,538.220000,543.600000,282688.000000
2024-12-12,543.100000,550.470000,541.370000,544.720000,367799.000000
