date,open,high,low,close,volume
2024-08-26,563.140000,563.910000,559.050000,560.790000,22485698.000000
2024-08-27,559.490000,562.060000,558.320000,561.560000,20178814.000000
2024-08-28,561.210000,561.650000,555.040000,558.300000,24392623.000000
2024-08-29,560.310000,563.680000,557.180000,558.350000,26227299.000000
2024-08-30,560.780000,564.200000,557.140000,563.680000,34546344.000000
2024-09-03,560.470000,560.810000,549.510000,552.080000,37916495.000000
2024-09-04,550.200000,554.430000,549.460000,550.950000,30692051.000000
2024-09-05,550.890000,553.800000,547.100000,549.610000,29581422.000000
2024-09-06,549.930000,551.600000,539.440000,540.360000,43840983.000000
2024-09-09,544.650000,547.710000,542.680000,546.410000,25582857.000000
2024-09-10,548.360000,549.150000,543.380000,548.790000,26522663.000000
2024-09-11,548.700000,555.360000,539.960000,554.420000,46872749.000000
2024-09-12,555.010000,559.400000,552.740000,559.090000,31622276.000000
2024-09-13,559.690000,563.030000,559.450000,562.010000,24438654.000000
2024-09-16,561.740000,563.110000,559.900000,562.840000,22188955.000000
2024-09-17,565.120000,566.580000,560.790000,563.070000,28635593.000000
2024-09-18,563.740000,568.690000,560.830000,561.400000,36622151.000000
2024-09-19,571.010000,572.880000,568.080000,570.980000,39304624.000000
2024-09-20,567.840000,569.310000,565.170000,568.250000,34350308.000000
2024-09-23,569.340000,570.340000,568.100000,569.670000,19787797.000000
2024-09-24,570.470000,571.360000,567.600000,571.300000,25913891.000000
2024-09-25,571.140000,571.890000,568.910000,570.040000,23887366.000000
2024-09-26,574.400000,574.710000,569.900000,572.300000,26703251.000000
2024-09-27,573.390000,574.220000,570.420000,571.470000,23524956.000000
2024-09-30,570.420000,574.380000,568.080000,573.760000,32728722.000000
2024-10-01,573.400000,573.460000,566.000000,568.620000,49762622.000000
2024-10-02,567.710000,569.900000,565.270000,568.860000,22990597.000000
2024-10-03,567.360000,569.810000,565.490000,567.820000,26929601.000000
2024-10-04,572.350000,573.360000,568.100000,572.980000,28095607.000000
2024-10-07,571.300000,571.960000,566.630000,567.800000,28735199.000000
2024-10-08,570.440000,573.780000,569.520000,573.170000,24258353.000000
2024-10-09,573.160000,577.710000,572.550000,577.140000,25126078.000000
2024-10-10,575.770000,577.580000,574.490000,576.130000,23625982.000000
2024-10-11,576.050000,580.330000,575.910000,579.580000,23430528.000000
2024-10-14,581.220000,585.270000,580.730000,584.320000,21784699.000000
2024-10-15,584.590000,584.900000,578.540000,579.780000,29749728.000000
2024-10-16,579.780000,582.830000,578.960000,582.300000,18628687.000000
2024-10-17,585.910000,586.120000,582.160000,582.350000,20391570.000000
2024-10-18,584.070000,585.390000,582.580000,584.590000,16649484.000000
2024-10-21,583.870000,584.850000,580.600000,583.630000,21311336.000000
2024-10-22,581.050000,584.500000,580.380000,583.320000,18745357.000000
2024-10-23,581.260000,581.710000,574.410000,577.990000,30897143.000000
2024-10-24,579.980000,580.060000,576.570000,579.240000,21233287.000000
2024-10-25,581.510000,584.460000,578.080000,579.040000,27749996.000000
2024-10-28,582.540000,582.710000,580.520000,580.830000,18868559.000000
2024-10-29,579.870000,582.910000,578.430000,581.770000,21198795.000000
2024-10-30,581.290000,583.320000,579.290000,580.010000,23761816.000000
2024-10-31,575.560000,575.630000,568.440000,568.640000,33592145.000000
2024-11-01,571.320000,575.550000,570.620000,571.040000,27052673.000000
2024-11-04,571.180000,572.500000,567.890000,569.810000,20924035.000000
2024-11-05,570.730000,576.710000,570.520000,576.700000,22989205.000000
2024-11-06,589.200000,591.930000,585.390000,591.040000,40851510.000000
2024-11-07,593.080000,596.650000,592.990000,595.610000,27243859.000000
2024-11-08,596.170000,599.640000,596.160000,598.190000,26635149.000000
2024-11-11,599.820000,600.170000,597.000000,598.760000,20809364.000000
2024-11-12,598.700000,599.290000,594.370000,596.900000,23299370.000000
2024-11-13,597.320000,599.230000,594.960000,597.190000,26150285.000000
2024-11-14,597.320000,597.810000,592.650000,593.350000,23499517.000000
2024-11-15,589.730000,590.200000,583.860000,585.750000,32278193.000000
2024-11-18,586.220000,589.490000,585.340000,588.150000,21099933.000000
2024-11-19,584.710000,591.050000,584.030000,590.300000,24200343.000000
2024-11-20,590.380000,590.790000,584.630000,590.500000,27459582.000000
2024-11-21,593.400000,595.120000,587.450000,593.670000,28806852.000000
2024-11-22,593.660000,596.150000,593.150000,595.510000,20616451.000000
2024-11-25,599.520000,600.860000,595.200000,597.530000,25549495.000000
2024-11-26,598.800000,601.330000,598.070000,600.650000,24035792.000000
2024-11-27,600.470000,600.850000,597.280000,598.830000,20115740.000000
2024-11-29,599.640000,603.350000,599.380000,602.550000,16404818.000000
2024-12-02,602.970000,604.320000,602.470000,603.630000,18485931.000000
2024-12-03,603.380000,604.160000,602.340000,603.910000,15929271.000000
2024-12-04,605.600000,607.910000,604.950000,607.660000,21844890.000000
2024-12-05,607.640000,608.480000,606.300000,606.660000,18294102.000000
2024-12-06,607.440000,609.070000,607.020000,607.810000,16329293.000000
2024-12-09,607.690000,607.860000,604.080000,604.680000,21089429.000000
2024-12-10,605.370000,605.800000,602.130000,602.800000,19480045.000000
2024-12-11,605.780000,608.440000,605.500000,607.460000,16566843.000000
2024-12-12,606.580000,607.160000,604.330000,604.330000,17004620.000000
2024-12-13,606.400000,607.130000,602.810000,604.210000,19533732.000000
2024-12-16,606.000000,607.780000,605.210000,606.790000,21908130.000000
2024-12-17,604.190000,605.170000,602.880000,604.290000,25120639.000000
2024-12-18,603.980000,606.410000,585.890000,586.280000,53975111.000000
2024-12-19,591.360000,593.000000,585.850000,586.100000,44065016.000000
2024-12-20,581.770000,595.750000,580.910000,591.150000,60432849.000000
2024-12-23,590.890000,595.300000,587.660000,594.690000,27152991.000000
2024-12-24,596.050000,601.340000,595.470000,601.300000,16088836.000000
2024-12-26,599.460000,602.480000,598.080000,601.340000,16264893.000000
2024-12-27,597.470000,597.780000,590.760000,595.010000,35425733.000000
2024-12-30,587.960000,591.740000,584.410000,588.220000,27154551.000000
2024-12-31,589.900000,590.640000,584.420000,586.080000,33314970.000000
2025-01-02,589.390000,591.130000,580.500000,584.640000,32955562.000000
2025-01-03,587.530000,592.600000,586.430000,591.950000,25129628.000000
2025-01-06,596.270000,599.700000,593.600000,595.360000,27109871.000000
2025-01-07,597.430000,597.750000,586.780000,588.630000,32832553.000000
2025-01-08,588.700000,590.580000,585.190000,589.490000,25352451.000000
2025-01-10,585.880000,585.960000,578.550000,580.490000,42754739.000000
2025-01-13,575.770000,581.750000,575.350000,581.390000,27867799.000000
